Street Name,Ward Name,Postcode,Switch Regime,Wattage,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Organisation URI,Last Uploaded
EVERSHOLT STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,140,529702,182685,-0.131632,51.528191,Plotted By Council Officer,"(51.528191, -0.131632)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
WEST STREET,HOLBORN AND COVENT GARDEN,WC1,70/35,100,529990,181002,-0.128103,51.513,Plotted By Council Officer,"(51.513, -0.128103)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
CAMLEY STREET,ST PANCRAS AND SOMERS TOWN,"N1, NW1",35/18,90,529660,184035,-0.13174,51.540333,Plotted By Council Officer,"(51.540333, -0.13174)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
AGAR GROVE,CANTELOWES,NW1,35/18,90,529621,184318,-0.132198,51.542885,Plotted By Council Officer,"(51.542885, -0.132198)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
PROCTER STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,90,530578,181618,-0.119406,51.5184,Plotted By Council Officer,"(51.5184, -0.119406)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
YORKSHIRE GREY YARD,HOLBORN AND COVENT GARDEN,WC1,70/35,100,530613,181632,-0.118897,51.518518,Plotted By Council Officer,"(51.518518, -0.118897)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
LANGLAND GARDENS,FROGNAL AND FITZJOHNS,NW3,35/18,60,525949,185357,-0.184749,51.553053,Plotted By Council Officer,"(51.553053, -0.184749)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
LYNDHURST GARDENS,HAMPSTEAD TOWN,NW3,35/18,60,526830,185323,-0.172061,51.55255,Plotted By Council Officer,"(51.55255, -0.172061)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
ABERDARE GARDENS,SWISS COTTAGE,NW6,35/18,60,525992,184158,-0.184559,51.542268,Plotted By Council Officer,"(51.542268, -0.184559)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
BRUNSWICK SQUARE,KING'S CROSS,WC1,35/18,90,530341,182248,-0.122587,51.524117,Plotted By Council Officer,"(51.524117, -0.122587)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
GRANGEWAY,KILBURN,NW6,35/18,54,525063,184168,-0.197944,51.542564,Plotted By Council Officer,"(51.542564, -0.197944)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
HOLLY LODGE GARDENS,HIGHGATE,N6,35/18,90,528149,187005,-0.152435,51.567368,Plotted By Council Officer,"(51.567368, -0.152435)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
CHENIES STREET,BLOOMSBURY,WC1,35/18,60,529718,181926,-0.131681,51.521366,Plotted By Council Officer,"(51.521366, -0.131681)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
CLORANE GARDENS,FROGNAL AND FITZJOHNS,NW3,35/18,60,525246,186017,-0.194649,51.559141,Plotted By Council Officer,"(51.559141, -0.194649)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
GRANGEWAY,KILBURN,NW6,35/18,54,525043,184208,-0.198218,51.542928,Plotted By Council Officer,"(51.542928, -0.198218)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
CHARRINGTON STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,60,529636,183285,-0.132362,51.533598,Plotted By Council Officer,"(51.533598, -0.132362)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
ROSSLYN HILL,HAMPSTEAD TOWN,NW3,35/18,90,526768,185569,-0.172866,51.554775,Plotted By Council Officer,"(51.554775, -0.172866)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
BAYHAM STREET,CAMDEN TOWN,NW1,35/18,90,528965,183910,-0.141802,51.539368,Plotted By Council Officer,"(51.539368, -0.141802)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
RAYDON STREET,HIGHGATE,N19,35/18,90,528773,186664,-0.143561,51.564162,Plotted By Council Officer,"(51.564162, -0.143561)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
ENGLAND'S LANE,BELSIZE,NW3,35/18,90,527554,184631,-0.161875,51.546168,Plotted By Council Officer,"(51.546168, -0.161875)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
WINDMILL HILL,HAMPSTEAD TOWN,NW3,35/18,125,526187,186087,-0.181057,51.55956,Plotted By Council Officer,"(51.55956, -0.181057)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
FOOTPATH BETWEEN WINDMILL HILL AND ADMIRAL'S WALK,HAMPSTEAD TOWN,D6,35/18,60,526242,186050,-0.180277,51.559215,Plotted By Council Officer,"(51.559215, -0.180277)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
NASH STREET,REGENT'S PARK,NW1,35/18,60,528858,182711,-0.143783,51.528617,Plotted By Council Officer,"(51.528617, -0.143783)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
STRATFORD VILLAS,CANTELOWES,NW1,35/18,90,529508,184348,-0.133816,51.54318,Plotted By Council Officer,"(51.54318, -0.133816)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
TOTTENHAM COURT ROAD,BLOOMSBURY,W1,70/35,150,529420,182021,-0.135939,51.522288,Plotted By Council Officer,"(51.522288, -0.135939)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
EVERSHOLT STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,140,529560,182879,-0.133607,51.529967,Plotted By Council Officer,"(51.529967, -0.133607)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
KILBURN PRIORY,KILBURN,NW6,35/18,61,525647,183430,-0.189791,51.535802,Plotted By Council Officer,"(51.535802, -0.189791)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
PENRYN STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,60,529690,183305,-0.131577,51.533765,Plotted By Council Officer,"(51.533765, -0.131577)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
GRAFTON CRESCENT,KENTISH TOWN,NW1,35/18,60,528764,184665,-0.144423,51.546199,Plotted By Council Officer,"(51.546199, -0.144423)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
SANDLAND STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530884,181700,-0.114968,51.519066,Plotted By Council Officer,"(51.519066, -0.114968)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
KIDDERPORE GARDENS,FROGNAL AND FITZJOHNS,NW3,35/18,60,525472,185788,-0.191472,51.557033,Plotted By Council Officer,"(51.557033, -0.191472)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
TOTTENHAM COURT ROAD,BLOOMSBURY,W1,70/35,250,529610,181716,-0.133314,51.519504,Plotted By Council Officer,"(51.519504, -0.133314)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
ALBERT STREET,REGENT'S PARK,NW1,35/18,90,528866,183573,-0.143352,51.536362,Plotted By Council Officer,"(51.536362, -0.143352)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
YORK WAY,ST PANCRAS AND SOMERS TOWN,N1,35/18,140,530260,183838,-0.123166,51.538424,Plotted By Council Officer,"(51.538424, -0.123166)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
CAMDEN STREET,CAMDEN TOWN,NW1,35/18,140,529078,184084,-0.14011,51.540906,Plotted By Council Officer,"(51.540906, -0.14011)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
LANGTRY ROAD,KILBURN,NW6,35/18,60,525654,183663,-0.189607,51.537895,Plotted By Council Officer,"(51.537895, -0.189607)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
NUTLEY TERRACE,FROGNAL AND FITZJOHNS,NW3,35/18,61,526623,184985,-0.175167,51.549559,Plotted By Council Officer,"(51.549559, -0.175167)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
CRANLEIGH STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,60,529414,183191,-0.135596,51.532804,Plotted By Council Officer,"(51.532804, -0.135596)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
ST CUTHBERT'S ROAD,FORTUNE GREEN,NW6,35/18,60,524548,184849,-0.205126,51.548798,Plotted By Council Officer,"(51.548798, -0.205126)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
RUDALL CRESCENT,HAMPSTEAD TOWN,NW3,35/18,60,526707,185776,-0.173671,51.556649,Plotted By Council Officer,"(51.556649, -0.173671)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
CROWNDALE ROAD,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529275,183393,-0.137524,51.534651,Plotted By Council Officer,"(51.534651, -0.137524)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
LYMINGTON ROAD,WEST HAMPSTEAD,NW6,70/35,65,525801,184969,-0.187021,51.549599,Plotted By Council Officer,"(51.549599, -0.187021)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
WILD COURT,HOLBORN AND COVENT GARDEN,WC1,35/18,21,530561,181278,-0.119777,51.515349,Plotted By Council Officer,"(51.515349, -0.119777)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
FITZJOHN'S AVENUE,FROGNAL AND FITZJOHNS,NW3,35/18,140,526459,185502,-0.177345,51.554242,Plotted By Council Officer,"(51.554242, -0.177345)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
HIGH HOLBORN,HOLBORN AND COVENT GARDEN,"EC1, WC1",35/18,90,530615,181536,-0.118904,51.517655,Plotted By Council Officer,"(51.517655, -0.118904)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
ARLINGTON ROAD,CAMDEN TOWN,NW1,35/18,104,529031,183448,-0.14102,51.535201,Plotted By Council Officer,"(51.535201, -0.14102)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
BEDFORD PLACE,BLOOMSBURY,WC1,35/18,60,530185,181865,-0.124976,51.520711,Plotted By Council Officer,"(51.520711, -0.124976)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
FERDINAND STREET,HAVERSTOCK,NW1,35/18,90,528448,184405,-0.149072,51.543935,Plotted By Council Officer,"(51.543935, -0.149072)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
CHALTON STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,60,529749,182922,-0.130868,51.53031,Plotted By Council Officer,"(51.53031, -0.130868)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
LEIGHTON GROVE,KENTISH TOWN,NW5,35/18,60,529475,185321,-0.133933,51.551932,Plotted By Council Officer,"(51.551932, -0.133933)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
SHORTS GARDENS,HOLBORN AND COVENT GARDEN,WC2,70/35,100,530085,181113,-0.126694,51.513975,Plotted By Council Officer,"(51.513975, -0.126694)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
BROOKE STREET,HOLBORN AND COVENT GARDEN,EC1,35/18,60,531185,181693,-0.110635,51.518934,Plotted By Council Officer,"(51.518934, -0.110635)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
SHIRLOCK ROAD,GOSPEL OAK,NW3,35/18,60,527843,185656,-0.157337,51.555314,Plotted By Council Officer,"(51.555314, -0.157337)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
TEMPLEWOOD AVENUE,FROGNAL AND FITZJOHNS,NW3,35/18,60,525795,186159,-0.186683,51.560295,Plotted By Council Officer,"(51.560295, -0.186683)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
BELSIZE LANE,FROGNAL AND FITZJOHNS,NW3,35/18,60,526818,184880,-0.172394,51.548572,Plotted By Council Officer,"(51.548572, -0.172394)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
LANGBOURNE AVENUE,HIGHGATE,N6,35/18,90,528277,186574,-0.150746,51.563466,Plotted By Council Officer,"(51.563466, -0.150746)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
UPPER PARK ROAD,GOSPEL OAK,NW3,35/18,90,527663,185060,-0.160148,51.549999,Plotted By Council Officer,"(51.549999, -0.160148)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
BEDFORD WAY,BLOOMSBURY,WC1,35/18,90,529913,182224,-0.128762,51.523999,Plotted By Council Officer,"(51.523999, -0.128762)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
TORRINGTON PLACE,BLOOMSBURY,WC1,35/18,104,529585,181997,-0.133571,51.522035,Plotted By Council Officer,"(51.522035, -0.133571)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
CHALCOT SQUARE,CAMDEN TOWN,NW1,35/18,60,527999,184085,-0.15566,51.541161,Plotted By Council Officer,"(51.541161, -0.15566)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
LYME STREET,CAMDEN TOWN,NW1,35/18,60,529263,183981,-0.137481,51.539938,Plotted By Council Officer,"(51.539938, -0.137481)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
WAKEFIELD STREET,KING'S CROSS,WC1,35/18,90,530348,182427,-0.12242,51.525724,Plotted By Council Officer,"(51.525724, -0.12242)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
FROGNAL,FROGNAL AND FITZJOHNS,NW3,35/18,60,526248,185199,-0.180496,51.551566,Plotted By Council Officer,"(51.551566, -0.180496)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
BOUNDARY ROAD,SWISS COTTAGE,NW8,35/18,90,526482,183884,-0.177595,51.539696,Plotted By Council Officer,"(51.539696, -0.177595)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
IVOR STREET,CAMDEN TOWN,NW1,35/18,60,529053,184246,-0.140411,51.542368,Plotted By Council Officer,"(51.542368, -0.140411)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
NETHERHALL GARDENS,FROGNAL AND FITZJOHNS,NW3,35/18,60,526360,185186,-0.178886,51.551424,Plotted By Council Officer,"(51.551424, -0.178886)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
RADLETT PLACE,SWISS COTTAGE,NW8,35/18,60,527191,183792,-0.16741,51.53871,Plotted By Council Officer,"(51.53871, -0.16741)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
BILLY FURY WAY,WEST HAMPSTEAD,NW6,35/18,29,525681,184795,-0.188813,51.548062,Plotted By Council Officer,"(51.548062, -0.188813)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
MAKEPEACE AVENUE,HIGHGATE,N6,35/18,90,528326,186695,-0.149995,51.564542,Plotted By Council Officer,"(51.564542, -0.149995)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
ENDSLEIGH STREET,BLOOMSBURY,WC1,35/18,90,529789,182415,-0.130478,51.525744,Plotted By Council Officer,"(51.525744, -0.130478)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
CAROL STREET,CAMDEN TOWN,NW1,35/18,61,529129,183901,-0.139442,51.53925,Plotted By Council Officer,"(51.53925, -0.139442)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
MANSFIELD ROAD,GOSPEL OAK,NW3,35/18,90,528119,185545,-0.153399,51.554254,Plotted By Council Officer,"(51.554254, -0.153399)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
HIGHGATE ROAD,HIGHGATE,NW5,35/18,90,528344,186185,-0.149922,51.559955,Plotted By Council Officer,"(51.559955, -0.149922)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
LOWER TERRACE,HAMPSTEAD TOWN,NW3,35/18,125,526180,186076,-0.181162,51.559463,Plotted By Council Officer,"(51.559463, -0.181162)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
CROFTDOWN ROAD,HIGHGATE,NW5,35/18,90,528725,186318,-0.14438,51.561063,Plotted By Council Officer,"(51.561063, -0.14438)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
BELSIZE LANE,FROGNAL AND FITZJOHNS,NW3,35/18,60,527090,185324,-0.168313,51.552501,Plotted By Council Officer,"(51.552501, -0.168313)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
FORTESS ROAD,KENTISH TOWN,NW5,35/18,90,529095,185720,-0.139265,51.555605,Plotted By Council Officer,"(51.555605, -0.139265)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
PRIMROSE HILL ROAD,REGENT'S PARK,NW3,35/18,90,527556,184189,-0.162006,51.542196,Plotted By Council Officer,"(51.542196, -0.162006)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
MURRAY MEWS,CANTELOWES,NW1,35/18,60,529729,184510,-0.130571,51.544586,Plotted By Council Officer,"(51.544586, -0.130571)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
SAVERNAKE ROAD,GOSPEL OAK,NW3,35/18,60,527970,185707,-0.155488,51.555744,Plotted By Council Officer,"(51.555744, -0.155488)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
BISHAM GARDENS,HIGHGATE,N6,35/18,45,528490,187312,-0.147405,51.57005,Plotted By Council Officer,"(51.57005, -0.147405)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
ALDENHAM STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,60,529506,183072,-0.134314,51.531714,Plotted By Council Officer,"(51.531714, -0.134314)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
YORK WAY,ST PANCRAS AND SOMERS TOWN,N1,35/18,140,530301,183776,-0.122598,51.537858,Plotted By Council Officer,"(51.537858, -0.122598)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
MILL LANE,FORTUNE GREEN,NW6,35/18,65,525199,185219,-0.19561,51.55198,Plotted By Council Officer,"(51.55198, -0.19561)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
PLENDER STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529423,183699,-0.135279,51.537367,Plotted By Council Officer,"(51.537367, -0.135279)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
LEVERTON STREET,KENTISH TOWN,NW5,35/18,60,529096,185452,-0.139349,51.553196,Plotted By Council Officer,"(51.553196, -0.139349)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
BLAKENEY CLOSE,ST PANCRAS AND SOMERS TOWN,NW1,35/18,60,529547,184023,-0.133373,51.540251,Plotted By Council Officer,"(51.540251, -0.133373)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
